
1;100000;0.0465829;0.0117674;0.0117676;
2;100000;0.0465829;0.00601032;0.00597759;
3;100000;0.0465829;0.00407241;0.00406179;
4;100000;0.0465829;0.00314915;0.00314901;
5;100000;0.0465829;0.00260059;0.00260143;
6;100000;0.0465829;0.00224049;0.0022452;
7;100000;0.0465829;0.00201557;0.00204578;
8;100000;0.0465829;0.00182294;0.00184508;
9;100000;0.0465829;0.00170071;0.00172797;
10;100000;0.0465829;0.0016238;0.00165413;
11;100000;0.0465829;0.0269071;0.00207299;
12;100000;0.0465829;0.00294954;0.00210155;
13;100000;0.0465829;0.00291135;0.00218534;
14;100000;0.0465829;0.00270661;0.00217868;
15;100000;0.0465829;0.00255163;0.00222325;
16;100000;0.0465829;0.00285278;0.0023214;
17;100000;0.0465829;0.00277147;0.0024587;
18;100000;0.0465829;0.00297254;0.00256325;
19;100000;0.0465829;0.0030918;0.00267693;
20;100000;0.0465829;0.00321217;0.00272864;
21;100000;0.0465829;0.00530884;0.00742362;
22;100000;0.0465829;0.0056371;0.00799606;
23;100000;0.0465829;0.00578177;0.00814884;
24;100000;0.0465829;0.00606842;0.0085202;
1;1000000;0.465676;0.117324;0.117365;
2;1000000;0.465676;0.0589393;0.0587004;
3;1000000;0.465676;0.0393504;0.0392896;
4;1000000;0.465676;0.0295949;0.0296918;
5;1000000;0.465676;0.0238126;0.0238686;
6;1000000;0.465676;0.0199793;0.0200275;
7;1000000;0.465676;0.0173219;0.0173544;
8;1000000;0.465676;0.015227;0.0152983;
9;1000000;0.465676;0.0137152;0.0138612;
10;1000000;0.465676;0.0126077;0.0127333;
11;1000000;0.465676;0.0115314;0.0116237;
12;1000000;0.465676;0.0108061;0.0109886;
13;1000000;0.465676;0.010117;0.0103755;
14;1000000;0.465676;0.0102364;0.00970316;
15;1000000;0.465676;0.0984799;0.00940727;
16;1000000;0.465676;0.00957522;0.00922736;
17;1000000;0.465676;0.00925823;0.00867486;
18;1000000;0.465676;0.00884487;0.00860497;
19;1000000;0.465676;0.00885312;0.00870292;
20;1000000;0.465676;0.00843057;0.00808377;
21;1000000;0.465676;0.0157219;0.0175645;
22;1000000;0.465676;0.0150888;0.017852;
23;1000000;0.465676;0.0144276;0.0175653;
24;1000000;0.465676;0.0144978;0.0175808;
1;10000000;4.71759;1.34548;1.3455;
2;10000000;4.71759;0.854619;0.854543;
3;10000000;4.71759;0.600894;0.601106;
4;10000000;4.71759;0.589583;0.628404;
5;10000000;4.71759;0.677862;0.678685;
6;10000000;4.71759;0.544347;0.513125;
7;10000000;4.71759;0.468539;0.50909;
8;10000000;4.71759;0.562197;0.563808;
9;10000000;4.71759;0.593755;0.594821;
10;10000000;4.71759;0.537948;0.464568;
11;10000000;4.71759;0.476071;0.510355;
12;10000000;4.71759;0.541913;0.542391;
13;10000000;4.71759;0.564139;0.564918;
14;10000000;4.71759;0.522755;0.460158;
15;10000000;4.71759;0.446032;0.462393;
16;10000000;4.71759;0.458635;0.445475;
17;10000000;4.71759;0.470907;0.467205;
18;10000000;4.71759;0.488111;0.493886;
19;10000000;4.71759;0.51298;0.509042;
20;10000000;4.71759;0.533431;0.577459;
21;10000000;4.71759;0.499493;0.552435;
22;10000000;4.71759;0.558986;0.522343;
23;10000000;4.71759;0.528399;0.565025;
24;10000000;4.71759;0.55747;0.595192;
1;100000000;47.1811;13.4129;13.4134;
2;100000000;47.1811;8.66258;8.67032;
3;100000000;47.1811;6.0469;6.05394;
4;100000000;47.1811;6.31092;6.37012;
5;100000000;47.1811;5.24321;5.24296;
6;100000000;47.1811;4.57637;4.57434;
7;100000000;47.1811;5.05365;5.1962;
8;100000000;47.1811;4.70686;4.70523;
9;100000000;47.1811;4.35244;4.35084;
10;100000000;47.1811;3.85031;4.24959;
11;100000000;47.1811;4.5203;4.52181;
12;100000000;47.1811;4.27276;4.27294;
13;100000000;47.1811;3.49538;3.47302;
14;100000000;47.1811;4.0371;4.3702;
15;100000000;47.1811;4.15509;4.15548;
16;100000000;47.1811;4.4198;4.44904;
17;100000000;47.1811;4.65576;4.91652;
18;100000000;47.1811;5.28976;5.29077;
19;100000000;47.1811;5.46006;5.35769;
20;100000000;47.1811;5.21683;5.2135;
21;100000000;47.1811;4.64127;4.63363;
22;100000000;47.1811;4.6673;4.66956;
23;100000000;47.1811;4.49147;4.52397;
24;100000000;47.1811;4.46954;4.49519;
1;1000000000;471.953;133.522;133.523;
2;1000000000;471.953;89.4732;89.5072;
