

1;0.83048;
3;0.29201;
5;0.184676;
7;0.138251;
9;0.122167;
11;0.10384;
13;0.0920341;
15;0.109262;
17;0.11222;
19;0.125731;
21;0.118491;
23;0.114369;
25;0.111035;
27;0.103929;
29;0.102085;
31;0.100886;
33;0.0952678;
35;0.092911;
37;0.103882;
39;0.0982163;
41;0.0881762;
43;0.0867356;
45;0.0885344;
47;0.0905343;
49;0.091739;
51;0.0859124;
53;0.0948241;
55;0.101285;
57;0.0974125;
59;0.0925933;
61;0.084451;
63;0.0868285;
65;0.0858039;
67;0.0992542;
69;0.105536;
71;0.100056;
73;0.0883815;
75;0.0872621;
77;0.0832493;
79;0.083391;
81;0.085151;
83;0.0794585;
85;0.0830356;
87;0.105904;
89;0.0967282;
91;0.0892166;
93;0.0828166;
95;0.0802254;
97;0.0809313;
99;0.0852264;


1;0.831377;
2;0.438811;
4;0.240725;
8;0.19589;
16;0.164368;
32;0.10416;
64;0.086054;
128;0.0799048;
256;0.0857418;
512;0.0870611;
1024;0.097521;
2048;0.154732;
4096;0.138144;
8192;0.186697;
16384;0.291057;

1;0.829585;
2;0.43626;
4;0.239275;
8;0.197454;
16;0.11008;
32;0.0940302;
64;0.085903;
128;0.0807791;
256;0.082421;
512;0.131765;
1024;0.0905931;
2048;0.108821;
4096;0.132055;
8192;0.188958;
16384;0.29247;

1;0.835189;
2;0.437504;
4;0.239796;
8;0.185857;
16;0.115795;
32;0.0985673;
64;0.0860416;
128;0.0841459;
256;0.119501;
512;0.140564;
1024;0.0904938;
2048;0.104406;
4096;0.132542;
8192;0.186633;
16384;0.297501;

#pragma
1;0.839305;
2;0.44156;
4;0.241678;
8;0.185824;
16;0.157959;
32;0.107122;
64;0.0849717;
128;0.115167;
256;0.0899141;
512;0.126027;
1024;0.093677;
2048;0.107901;
4096;0.133039;
8192;0.187912;
16384;0.302143;



1;0.828552;
2;0.43085;
4;0.239371;
8;0.195906;
16;0.162612;
32;0.112071;
64;0.0860662;
128;0.0810771;
256;0.129618;
512;0.12452;
1024;0.0928171;
2048;0.110027;
4096;0.141431;
8192;0.21229;
16384;0.329145;

1;0.828962;
2;0.437866;
4;0.241768;
8;0.186578;
16;0.158224;
32;0.108794;
64;0.0818522;
128;0.0831402;
256;0.0855326;
512;0.134733;
1024;0.147983;
2048;0.10871;
4096;0.143912;
8192;0.20949;
16384;0.373286;



